Group,Vid.Name,Location,Year,Month,Day,Date,Floral.fam,Floral.genus,Floral.sp,Bee.sp,Total.time.vid,Percent.constancy,Total.forage.behaviors,Total.flowers.visited,Total.Filmed.Behavior,Total.time.Scrape,New_Scrape,Percent.Scrape,Total.Time.RB,New_RB,Percent.RB,Total.Time.RF,New_RF,Percent.RF,Total.Time.Fly,New_Fly,Percent.Fly,Total.Time.Tap,New_Tap,Percent.Tap,Total.Time.Aggr,Total.Time.Mat,Avg.Temp,Max.Temp,Min.Temp,Temp.during,humidity.at.time,total.site.area,total.used.area,flowers.in.bloom,500m.imp.avg,percent.bin.1.IMP,percent.bin.2.IMP,percent.bin.3.IMP,percent.bin.4.IMP,percent.bin.5.IMP,Developed.Open,Developed.Low.Intensity,Developed.High.Intensity,percent.over.50IMP
Prairie,JulyHLShaw3,Shaw,2019,Jul,1,07.01.19,Asteracaea,Rudbeckia,R.Hirta,H.ligatus,30,100,0,1,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,11.234,0,83,91,75,88,60,3750000,3500,17,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,0.228,2.4973
Prairie,vid8_Shaw_jul521,Shaw,2021,Jul,5,07.05.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,135,100,2,1,125.66,101.997,0.811690275,0.755533333,22.5,0.179054592,0.166666667,0,0,0,1.163,0.009255133,0.008614815,0,0,0,0,0,82,91,73,85,49,3750000,1600,3,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid6.Shaw.7.26.21,Shaw,2021,Jul,26,07.26.21,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,144,100,2,13,123.535,87.274,0.70647185,0.606069444,17.252,0.13965273,0.119805556,0,0,0,19.009,0.15387542,0.132006944,0,0,0,0,0,82,90,75,88,42,3750000,3500,9,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid1_Shaw_aug1521,Shaw,2021,Aug,15,09.15.21,Asteracaea,Echinacea,E.purpurea,H.ligatus,105,100,2,5,127.094,87.054,0.68495759,0.829085714,16.55,0.130218578,0.157619048,0,0,0,23.49,0.184823831,0.223714286,0,0,0,0,0,75,82,68,81,47,3750000,3500,5,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,AUGHLShaw1,Shaw,2019,Aug,23,08.23.19,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,99,100,2,4,106.361,86.588,0.814095392,0.874626263,14.53,0.136610224,0.146767677,0,0,0,5.243,0.049294384,0.052959596,0,0,0,0,0,74,82,68,79,65,3750000,3500,11,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,AUGHLShaw2,Shaw,2019,Aug,23,08.23.19,Asteracaea,Rudbeckia,R.triloba,H.ligatus,28,100,1,2,20.28,19.79,0.975838264,0.706785714,0,0,0,0,0,0,0.49,0.024161736,0.0175,0,0,0,0,0,74,82,68,79,65,3750000,3500,11,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,JulyHLShaw2,Shaw,2019,Jul,1,07.01.19,Asteracaea,Rudbeckia,R.triloba,H.ligatus,31,100,1,2,19.9,19,0.954773869,0.612903226,0,0,0,0,0,0,0.9,0.045226131,0.029032258,0,0,0,0,0,83,91,75,88,60,3750000,3500,17,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid10.Shaw.7.26.21,Shaw,2021,Jul,26,07.26.21,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,35,100,2,3,30.452,18.695,0.613916984,0.534142857,4.504,0.1479049,0.128685714,0,0,0,7.253,0.238178116,0.207228571,0,0,0,0,0,82,90,75,88,42,3750000,3500,9,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,JuneHLShaw2,Shaw,2019,Jun,24,06.24.19,Asteracaea,Rudbeckia,R.laciniata,H.ligatus,33,100,2,3,25.766,18.243,0.708026081,0.552818182,2.238,0.086858651,0.067818182,0,0,0,5.285,0.205115268,0.160151515,0,0,0,0,0,72.2,81,68,70,55,3750000,3500,16,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,Jul15Shaw5,Shaw,2020,Jul,15,07.15.20,Asteracaea,Ratibida,R.pinnata,H.ligatus,52,100,2,1,18.7,17.6,0.941176471,0.338461538,0.5,0.026737968,0.009615385,0,0,0,0.6,0.032085561,0.011538462,0,0,0,0,0,79.64,93,72,85,65,3750000,1600,17,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,Jul15Shaw8,Shaw,2020,Jul,15,07.15.20,Asteracaea,Ratibida,R.pinnata,H.ligatus,39,100,2,2,20.1,17.3,0.860696517,0.443589744,0.7,0.034825871,0.017948718,0,0,0,2.1,0.104477612,0.053846154,0,0,0,0,0,79.64,93,72,85,65,3750000,1600,17,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid5_Shaw_aug1521,Shaw,2021,Aug,15,09.15.21,Asteracaea,Rudbeckia,R.hirta,H.ligatus,59,100,1,6,21.92,16.015,0.730611314,0.271440678,0,0,0,0,0,0,5.905,0.269388686,0.100084746,0,0,0,0,0,75,82,68,81,47,3750000,3500,5,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid5_Shaw_jul2221,Shaw,2021,Jul,22,07.22.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,32,100,1,1,16.113,16.001,0.993049091,0.50003125,0,0,0,0,0,0,0.112,0.006950909,0.0035,0,0,0,0,0,83,90,74,86,55,3750000,1600,9,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,JulyHLShaw5,Shaw,2019,Jul,19,07.19.19,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,21,100,2,1,29.19,15.8,0.541281261,0.752380952,0,0,0,0,0,0,0.39,0.01336074,0.018571429,13,0.445357999,0.619047619,0,0,85,95,75,91,62,3750000,3500,17,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,vid7.Shaw.7.26.21,Shaw,2021,Jul,26,07.26.21,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,42,100,1,5,20.607,15.749,0.764254865,0.37497619,0,0,0,0,0,0,4.858,0.235745135,0.115666667,0,0,0,0,0,82,90,75,88,42,3750000,3500,9,Bin1,78.155,14.369,4.66,2.136,0.68,14.369,4.66,0.68,2.4973
Prairie,Aug12Shaw3,Shaw,2020,Aug,12,08.12.20,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,55,100,2,4,52,29,0.557692308,0.527272727,19,0.365384615,0.345454545,0,0,0,4,0.076923077,0.072727273,0,0,0,0,0,80,90,72,85,58,3750000,3500,11,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid3_Shaw_aug1521,Shaw,2021,Aug,15,09.15.21,Asteracaea,Echinacea,E.purpurea,H.ligatus,36,100,2,1,34.066,28.228,0.828626783,0.784111111,4.337,0.127311689,0.120472222,0,0,0,1.501,0.044061528,0.041694444,0,0,0,0,0,75,82,68,81,47,3750000,3500,5,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid6_Shaw_jul521,Shaw,2021,Jul,5,07.05.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,41,100,2,2,31.486,27.741,0.881058248,0.676609756,3.745,0.118941752,0.091341463,0,0,0,0,0,0,0,0,0,0,0,82,91,73,85,49,3750000,1600,3,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid13_Shaw_jul521,Shaw,2021,Jul,5,07.05.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,37,100,2,2,32.406,26.902,0.83015491,0.727081081,4.001,0.12346479,0.108135135,0,0,0,1.503,0.0463803,0.040621622,0,0,0,0,0,82,91,73,85,49,3750000,1600,3,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,Jul15Shaw6,Shaw,2020,Jul,15,07.15.20,Asteracaea,Ratibida,R.pinnata,H.ligatus,131,100,4,3,37.247,26.835,0.720460708,0.204847328,4.839,0.129916503,0.036938931,0.835,0.022417913,0.006374046,1.302,0.034955835,0.009938931,3.436,0.09224904,0.026229008,0,0,79.64,93,72,85,65,3750000,1600,17,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,JulyHLShaw7,Shaw,2019,Jul,19,07.19.19,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,40,100,2,4,46.894,25.639,0.54674372,0.640975,16.05,0.34226127,0.40125,0,0,0,5.205,0.11099501,0.130125,0,0,0,0,0,85,95,75,91,62,3750000,3500,17,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid11_Shaw_jul521,Shaw,2021,Jul,5,07.05.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,38,100,2,3,27.505,24.005,0.872750409,0.631710526,3.249,0.118123977,0.0855,0,0,0,0.251,0.009125614,0.006605263,0,0,0,0,0,82,91,73,85,49,3750000,1600,3,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid5.Shaw.7.26.21,Shaw,2021,Jul,26,07.26.21,Asteracaea,Coreopsis,C.lanceolata,H.ligatus,58,100,2,8,30.617,23.545,0.769017213,0.405948276,0.306,0.009994448,0.005275862,0,0,0,6.766,0.22098834,0.116655172,0,0,0,0,0,82,90,75,88,42,3750000,3500,9,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid2_Shaw_jul2221,Shaw,2021,Jul,22,07.22.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,36,100,2,2,30.252,22.998,0.760214201,0.638833333,0,0,0,0,0,0,5.756,0.190268412,0.159888889,1.498,0.049517387,0.041611111,0,0,83,90,74,86,55,3750000,1600,9,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
Prairie,vid3_Shaw_jul521,Shaw,2021,Jul,5,07.05.21,Asteracaea,Ratibida,R.pinnata,H.ligatus,37,100,1,1,22.251,22.251,1,0.601378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,91,73,85,49,3750000,1600,3,Bin1,0,1.52449,18.456,42.361,37.658,1.5245,18.456,37.6581252,2.4973
